text	labels
Pixel Gun 3D is just a huge tragedy.  Many years back, the game was actually balanced. You could have fun without spending &gt;$300.  Then an update came, adding lots of new stuff and making the game much more P2W. People thought it would be fixed, but instead more imbalanced content arrived.  Soon enough, it was evident the content was intended to be imbalanced to increase profits for the devs. And it kept escalating until we ended up with this piece of trash. A wasted opportunity and greedy developers.	Balance
It is fun A few things to change I would like instead of puffs of smoke and an angle Ragdolls and angels	Other
I found a bug. I can't join on one with my friends I can only join on squad or private	Bug
This game is not fair! You called me cheating well hell no now my progress has lost even my money I use in app purchase . bad game rating 1/10 IGN 0/10 GAME SPOT 0/0	Bug
It's the best	Other
It is a good game but it is really expensive but it deserved a 5 star	Monetization
This game is awesome	Other
YOU GUYS ARE THE BEST	Other
I love this game	Other
Its cool game ! Creator you are a super super cool boy ! Give me five 🙋✋👍	Other
MAHTAVA mun nimi on shadow Warrior	Other
E bom	Other
Boss game	Other
I love this game!!!!!!!!!!!!	Other
cool	Other
Me gusta mucho	Other
This is one of the best games ive ever played	Other
I think this game is the best game I have ever played	Other
Just awesome!!!!!!	Other
Love this game now yall	Other
Arkadaslar dunyanin en iyi oyunlari bence gta5.minecraft.pixelgun3D.blockcitywars.block online.gangstervegas.nebulous.....	Other
Cool game can I have 1m cois and 1m gems	Other
Why does this game do not have multiplayer on wifi hotspot? It could make this game online and more fun.	Other
The game is very cool	Other
Muito bommmm	Other
I think you should make the pakour challenge Easer  pls and should put free guns in the game	Other
Nice Game play 😃	Other
Ok now its ok but less trophies again	Bug
Nice game really liked it.... But problems arise for newbies.. When higher ranked players Kick ass.. Lol... Match them accordingly pls?	Balance
Realy good	Other
It is  the best : )	Other
cool	Other
BEAST MODE!!!!	Other
Everyone on this game is trash but its fun	Other
I think that it needs too much time to install it But I loved it	Other
Best game for phones  I love this💚💜  Keep updating do more features	Other
It won't let me re-dowanload so it's dumb but it's fun to play	Bug
Awsome very addicting	Other
Ist einfach nur cool bin schon Level 19     👍👍👍👍👍👍👍	Other
Awsome	Other
You know what,when I won a game it always says Pixel gun 3d has stopped,and when I am greater at killing it always stops😐😑😠😡	Bug
I LOVE THIS GAME   I wish that I can play this game 24/7	Other
This game is so fun !	Other
I am lose money a match im lose money I am having 102 and now 62 stupid peoples maked these game!!!!!!!!!😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠 😡😡😡😡😡😞😞😢	Bug
Love it I'm gonna use lucky pacher to hack (: (:	Other
Awsome	Other
This is the best game ever	Other
IT'S a great game	Other
Cool	Other
This is game is awsome!!!	Other
It's awesome I love it I play it all the time	Other
It's a rilly cool game	Other
Nice game	Other
You will love this game	Other
Its hot 🔥 🔥	Other
It's so a maising	Other
Love it	Other
I think it is really awesome bcz there is online pop and allot more	Other
Great game but takes up to much storage	Bug
How can I transfer my pg3d account ( I am use ) to another phone with out lost all datas . Or can ad make an account log in for every players ?	Bug
Trop bon	Other
This game is  cool	Other
Noro	Other
I love the game it is cool	Other
This game is the best ga.e ever. Cinsatanoil	Other
It's pretty good I like the update but I have one thing that I really missed its QUEST please put It  back I'm begging you please😢	Other
You sold have a update today and anyone and give peaple that are level 19 and above more coins like 250 instead of like 43 and anyone who has spent money on this app you sold give them more coins but still a good app DON'T FORGET UPDATE TODAY	Other
Legal top 🖒👌	Monetization
Its great game with the detailes	Other
is so so very good	Other
This is the best make a pc vierson plz	Other
Hey guys are doing well and good luck on your computer and then you can find out more about it,	Other
It 'awesome but it keeps crashing please remove the bug	Bug
Everthing is so asome and easy and the 30% off for weapons is really helpfull	Monetization
완to the벽	Other
I love this game sooooooooooooo much!!!!😘😘😍😍😎😎 It's really fun to play this game	Other
This game is the best there are many cool guns in this game and skin i dont care the price of guns are expensive but still i totaly like this game i was rich before i download it and then i deleted so i become poor at this game i gope many people download this game because this game is totaly cool😆😆😆	Monetization
Shoot em up	Other
Cool	Other
Its the best game EVER!!!!!!!!!!	Other
Gots great graphics and I would play this game all dam day if I could could	Graphics
This is the best game shooter!	Other
Cool	Other
It is sweet	Other
Loved it	Other
This is a great game	Other
The controls are trash AND WHAT'S THE FREAKING POINT OF MAKING A SERVER WITH A PASSWORD WHEN Y OU DON'T EVEN GET ANY COINS I TRY TO PLAY BY MY SELF IN CO OP SURVIVAL BUT PEOPLE KEEP TAKING MY KILLS AND THE ONLY WAY ANY BODY EVER GET COINS IS YOU HAVE TO BE. THE PERSON WITH THE MOST KILLS AND HAVE TO BE ON THE WINNING TEAM PETS MAKE IT TOO OP NERF THEM THIS GAME JUST MAKES ME REALLY MAD . YOU GUYS ARE MONEY HUNGRY I MEAN REALLY DID YOU HAVE TO GO THIS LOW I WOULD WISH THAT PASSWORD GAMES GIVE YOU EXP AND COINS I MEAN REALLY WHAT'S THE FREAKING POINT OF PASSWORDS	Balance
PLZZ DONT BAN ME IN THIS GAME I LOVE HIS GAME SOOÒOOOOOOOOOOOOOOOOOO MUCH PLZ UNLOCK THE NEW CAMPAIGN PLZ PPLZ DONT BAN ME IN THIS GAME I DONT HACK TOUGHT BUT MY FRIEND JUST WANNA REPORT ME BUT DONT REPORT ME MY FRIEND GIVE ME A NOOB PUNISHMENT BUT I DONT WANT TO SO DONT REPORT ME I LOVE THIS GAME THIS IS MY NUMBER 1 FAVORITE GAME LOVE YOU PG3D AND FIXED THE LAG AND BAN HACKERS 😚😚😚😚😚😁😁😁😁😁😁😁	Other
The most cool game ever	Other
This is very well made	Other
It is horrible when you reset your phone you cant get back your account.i am very sad	Bug
Pixel gun is awesome I've only been playing for 3 weeks and I'm level 7	Other
Cool	Balance
They need to change the name of this game to Jump Around 3D as most of the emphasis isn't on the guns you have but rather how spastically and high you can jump! Starts decent but ends a tragic, one dimensional nightmare of a game despite its best efforts to keep you interested with keys, chests, and other unlockable content; but rest assured no matter what treasures you unlock if you're not spamming that jump button, it really doesn't matter. The developers definitely miss the mark which is disappointing that a game with such potential would be reduced to such a mindless, lazy scheme. Do yourself a favor; hit the back button immediately, and find a better game. Unless you're into jumping...then you've found your home.	Balance
